ID,Title,Description,Launch Date,Developer,Publisher,Price,Discount %,Original Price,Discounted Price,Recent Reviews,Recent Positive %,Recent Review Summary,Total Reviews,Total Positive %,Total Review Summary,Rating Value,Best Rating,Worst Rating,Tags,URL
578080,PUBG: BATTLEGROUNDS,"Play PUBG: BATTLEGROUNDS for free. Land on strategic locations, loot weapons and supplies, and survive to become the last team standing across various, diverse Battlegrounds. Squad up and join the Battlegrounds for the original Battle Royale experience that only PUBG: BATTLEGROUNDS can offer.","21 Dec, 2017","KRAFTON, Inc.","KRAFTON, Inc.",,,,,"15,379",67%,Mixed,2241610,57%,Mixed,6,10,1,Survival;Shooter;Battle Royale;Multiplayer;FPS;PvP;Third-Person Shooter;Action;Online Co-Op;Tactical;Co-op;First-Person;Strategy;Early Access;Competitive;Third Person;Team-Based;Difficult;Simulation;Stealth,https://store.steampowered.com/app/578080/PUBG_BATTLEGROUNDS/?snr=1_7_7_7000_150_1
730,Counter-Strike 2,"For over two decades, Counter-Strike has offered an elite competitive experience, one shaped by millions of players from across the globe. And now the next chapter in the CS story is about to begin. This is Counter-Strike 2.","21 Aug, 2012",Valve,Valve,"14,29€",,,,"87,980",66%,Mixed,7734648,87%,Very Positive,9,10,1,FPS;Shooter;Multiplayer;Competitive;Action;Team-Based;eSports;Tactical;First-Person;PvP;Online Co-Op;Co-op;Strategy;Military;War;Difficult;Trading;Realistic;Fast-Paced;Moddable,https://store.steampowered.com/app/730/CounterStrike_2/?snr=1_7_7_7000_150_1
1938090,Call of Duty®,"Welcome to Call of Duty® HQ, the home of Call of Duty®: Modern Warfare® III, Call of Duty®: Modern Warfare® II and Warzone™.","27 Oct, 2022",Infinity Ward;Raven Software;Beenox;Treyarch;High Moon Studios;Sledgehammer Games;Activision Shanghai;Demonware;Toys for Bob,Activision,"69,99€",,,,"9,735",46%,Mixed,254664,56%,Mixed,6,10,1,FPS;Multiplayer;Shooter;Action;Singleplayer;Military;First-Person;War;Modern;Tactical;Violent;Co-op;Realistic;Story Rich;Atmospheric;Mature;Online Co-Op;Gore;Third-Person Shooter;Third Person,https://store.steampowered.com/app/1938090/Call_of_Duty/?snr=1_7_7_7000_150_1
2195250,EA SPORTS FC™ 24,"EA SPORTS FC™ 24 welcomes you to The World’s Game: the most true-to-football experience ever with HyperMotionV, PlayStyles optimised by Opta, and an enhanced Frostbite™ Engine.","28 Sep, 2023",EA Canada & EA Romania,Electronic Arts,,,,,"7,070",53%,Mixed,14829,55%,Mixed,6,10,1,Sports;Football (Soccer);Controller;PvP;Competitive;eSports;PvE;3D;Multiplayer;First-Person;Simulation;Realistic;Action;Co-op;Family Friendly;Local Multiplayer;Local Co-Op;Online Co-Op;Singleplayer;Early Access,https://store.steampowered.com/app/2195250/EA_SPORTS_FC_24/?snr=1_7_7_7000_150_1
1086940,Baldur's Gate 3,"Baldur’s Gate 3 is a story-rich, party-based RPG set in the universe of Dungeons & Dragons, where your choices shape a tale of fellowship and betrayal, survival and sacrifice, and the lure of absolute power.","3 Aug, 2023",Larian Studios,Larian Studios,"59,99€",,,,"26,297",96%,Overwhelmingly Positive,352127,96%,Overwhelmingly Positive,10,10,1,RPG;Choices Matter;Character Customization;Story Rich;Turn-Based Combat;Adventure;Dungeons & Dragons;CRPG;Online Co-Op;Fantasy;Multiplayer;Romance;Strategy;Co-op Campaign;Singleplayer;Class-Based;Dark Fantasy;Combat;Controller;Stealth,https://store.steampowered.com/app/1086940/Baldurs_Gate_3/?snr=1_7_7_7000_150_1
2108330,F1® 23,"Be the last to brake in EA SPORTS™ F1® 23, the official video game of the 2023 FIA Formula One World Championship™. A new chapter in the thrilling ""Braking Point"" story mode delivers high-speed drama and heated rivalries.","15 Jun, 2023",Codemasters,Electronic Arts,,,,,638,79%,Mostly Positive,6463,84%,Very Positive,9,10,1,VR;Racing;Driving;Sports;Multiplayer;Automobile Sim;Singleplayer;Competitive;Simulation;Relaxing;eSports;Action-Adventure;3D;Immersive Sim;Cinematic;Arcade;3D Platformer;First-Person;PvP;PvE,https://store.steampowered.com/app/2108330/F1_23/?snr=1_7_7_7000_150_1
2399830,ARK: Survival Ascended,"ARK is reimagined from the ground-up into the next-generation of video game technology with Unreal Engine 5! Form a tribe, tame & breed hundreds of unique dinosaurs and primeval creatures, explore, craft, build, and fight your way to the top of the food-chain. Your new world awaits!","25 Oct, 2023",Studio Wildcard;Grove Street Games;Instinct Games,Studio Wildcard;Snail Games USA,"44,99€",,,,,,,24541,56%,Mixed,6,10,1,Early Access;Survival;Open World;Dinosaurs;Adventure;Action;Building;Multiplayer;Crafting;Sandbox;Base Building;Character Customization;Inventory Management;Singleplayer;PvP;PvE;Massively Multiplayer;Sci-fi;Fantasy;RPG,https://store.steampowered.com/app/2399830/ARK_Survival_Ascended/?snr=1_7_7_7000_150_1
2252570,Football Manager 2024,Build a world-class team ready to dominate your rivals in football’s most prestigious competitions. Progress never stops when you’re pursuing footballing greatness.,"6 Nov, 2023",Sports Interactive,SEGA,"59,99€",,,,,,,1233,85%,Very Positive,9,10,1,Simulation;Sports;Strategy;Football (Soccer);Real Time Tactics;eSports;Management;3D;2D;Economy;Text-Based;Multiplayer;Singleplayer,https://store.steampowered.com/app/2252570/Football_Manager_2024/?snr=1_7_7_7000_150_1
252490,Rust,"The only aim in Rust is to survive. Everything wants you to die - the island’s wildlife and other inhabitants, the environment, other survivors. Do whatever it takes to last another night.","8 Feb, 2018",Facepunch Studios,Facepunch Studios,"39,99€",,,,"8,780",86%,Very Positive,801368,87%,Very Positive,9,10,1,Survival;Crafting;Multiplayer;Open World;Open World Survival Craft;Building;PvP;Sandbox;Adventure;First-Person;Action;Nudity;FPS;Shooter;Co-op;Online Co-Op;Indie;Early Access;Post-apocalyptic;Simulation,https://store.steampowered.com/app/252490/Rust/?snr=1_7_7_7000_150_1
1337520,Risk of Rain Returns,"Carefully designed, beautifully remastered, and loaded with new ways to play—Risk of Rain is back and better than ever! Dive into the iconic roguelike full of unique loot combinations, enhanced with new Survivors, overhauled multiplayer, fan favorite content from Risk of Rain 2, and more!","8 Nov, 2023",Hopoo Games,Gearbox Publishing,,-15%,"14,99€","12,74€",,,,4830,85%,Very Positive,9,10,1,Multiplayer;Online Co-Op;PvE;Action Roguelike;Local Co-Op;Looter Shooter;2D;Sci-fi;Controller;Action;Space;Arcade;Class-Based;Loot;Atmospheric;Combat;Roguelike;Singleplayer;Co-op;4 Player Local,https://store.steampowered.com/app/1337520/Risk_of_Rain_Returns/?snr=1_7_7_7000_150_1
1158310,Crusader Kings III,"Love, fight, scheme, and claim greatness. Determine your noble house’s legacy in the sprawling grand strategy of Crusader Kings III. Death is only the beginning as you guide your dynasty’s bloodline in the rich and larger-than-life simulation of the Middle Ages.","1 Sep, 2020",Paradox Development Studio,Paradox Interactive,,-50%,"49,99€","24,99€",676,87%,Very Positive,63640,92%,Very Positive,9,10,1,Strategy;Simulation;RPG;Grand Strategy;Medieval;Historical;Management;RTS;Character Customization;Life Sim;Sandbox;Choices Matter;Singleplayer;4X;War;Economy;Moddable;Political;Multiplayer;Real-Time with Pause,https://store.steampowered.com/app/1158310/Crusader_Kings_III/?snr=1_7_7_7000_150_1
1599340,Lost Ark,"Embark on an odyssey for the Lost Ark in a vast, vibrant world: explore new lands, seek out lost treasures, and test yourself in thrilling action combat in this action-packed free-to-play RPG.","11 Feb, 2022",Smilegate RPG,Amazon Games,"9,99€",,,,805,63%,Mixed,196114,71%,Mostly Positive,7,10,1,MMORPG;Free to Play;Action RPG;Multiplayer;Hack and Slash;RPG;Character Customization;Massively Multiplayer;Action;Adventure;Fantasy;PvE;PvP;Sexual Content;Isometric;Online Co-Op;Class-Based;Violent;Singleplayer;Gore,https://store.steampowered.com/app/1599340/Lost_Ark/?snr=1_7_7_7000_150_1
236390,War Thunder,"War Thunder is the most comprehensive free-to-play, cross-platform, MMO military game dedicated to aviation, armoured vehicles, and naval craft, from the early 20th century to the most advanced modern combat units. Join now and take part in major battles on land, in the air, and at sea.","15 Aug, 2013",Gaijin Entertainment,Gaijin Distribution KFT,,,,,"9,419",67%,Mixed,414007,75%,Mostly Positive,7,10,1,Free to Play;Vehicular Combat;Combat;World War II;VR;Flight;War;Military;Tanks;Naval Combat;Simulation;Modern;Cold War;Massively Multiplayer;Action;Realistic;Shooter;Third-Person Shooter;Third Person;Historical,https://store.steampowered.com/app/236390/War_Thunder/?snr=1_7_7_7000_150_1
381210,Dead by Daylight,"Dead by Daylight is a multiplayer (4vs1) horror game where one player takes on the role of the savage Killer, and the other four players play as Survivors, trying to escape the Killer and avoid being caught and killed.","14 Jun, 2016",Behaviour Interactive Inc.,Behaviour Interactive Inc.,"19,99€",,,,"3,895",81%,Very Positive,498490,80%,Very Positive,9,10,1,Horror;Survival Horror;Multiplayer;Online Co-Op;Co-op;Survival;Gore;Team-Based;Stealth;Blood;Third Person;Violent;First-Person;Psychological Horror;Action;Atmospheric;Strategy;Comedy;Mature;Difficult,https://store.steampowered.com/app/381210/Dead_by_Daylight/?snr=1_7_7_7000_150_1
2083210,Super Woden GP 2,"Super Woden GP 2 is a love letter to the world of motor sports, offering a unique experience. Arcade-style isometric racing meets unrivaled campaign depth and a huge variety of vehicles to buy, sell and unlock.","10 Nov, 2023",ViJuDa,ViJuDa,,-35%,"12,95€","8,41€",,,,22,100%,Positive,8,10,1,Racing;Sports;Arcade;2.5D;Colorful;Top-Down;Isometric;Split Screen;1980s;1990's;Driving;Retro;Old School;Resource Management;PvP;4 Player Local;Multiplayer;Local Multiplayer;Singleplayer;Indie,https://store.steampowered.com/app/2083210/Super_Woden_GP_2/?snr=1_7_7_7000_150_1
1084600,My Time at Sandrock,"Travel to the desert community of Sandrock and take on the role of a fledgling Builder. Use your trusty toolset to gather resources, construct machines, and turn your run-down workshop into a well-oiled production facility to save the town from the jaws of economic ruin!","2 Nov, 2023",Pathea Games,"Pathea Games;Focus Entertainment;PM Studios, Inc.;DMM Games","34,99€",,,,"1,996",89%,Very Positive,14409,86%,Very Positive,9,10,1,Life Sim;Building;Sandbox;Farming Sim;Crafting;RPG;Multiplayer;Dating Sim;Open World;Character Customization;Mining;Post-apocalyptic;Casual;Simulation;Adventure;Singleplayer;Female Protagonist;Cartoony;Early Access;Indie,https://store.steampowered.com/app/1084600/My_Time_at_Sandrock/?snr=1_7_7_7000_150_1
949230,Cities: Skylines II,"Raise a city from the ground up and transform it into a thriving metropolis with the most realistic city builder ever. Push your creativity and problem-solving to build on a scale you've never experienced. With deep simulation and a living economy, this is world-building without limits.","24 Oct, 2023",Colossal Order Ltd.,Paradox Interactive,"49,99€",,,,,,,22840,57%,Mixed,6,10,1,Simulation;City Builder;Building;Singleplayer;Sandbox;Management;Economy;Strategy;Realistic;Multiplayer;Moddable;Relaxing;Casual;Resource Management;Atmospheric;Open World;Great Soundtrack;Early Access;Psychological Horror;Transportation,https://store.steampowered.com/app/949230/Cities_Skylines_II/?snr=1_7_7_7000_150_1
1849250,WRC,"Build the car of your dreams in our biggest rally game ever, EA SPORTS™ WRC, the all-new official videogame of the FIA World Rally Championship, the first developed by the award-winning team behind the DiRT Rally series.","2 Nov, 2023",Codemasters,Electronic Arts,,,,,,,,1897,68%,Mixed,6,10,1,Racing;Simulation;Sports;Automobile Sim;Offroad;Multiplayer;PvP;Singleplayer;Early Access;VR,https://store.steampowered.com/app/1849250/WRC/?snr=1_7_7_7000_150_1
1997040,MARVEL SNAP,"MARVEL SNAP is a fast-paced Collectible Card Game that reimagines the genre with innovative mechanics. Winner of multiple awards like 'Best Strategy Game' and 'Breakthrough Game of the Year,' we invite you to join millions of players worldwide – Jump right in!","22 Aug, 2023","Second Dinner Studios, Inc.",Nuverse,,,,,885,77%,Mostly Positive,19579,82%,Very Positive,9,10,1,Card Battler;Strategy;Free to Play;Card Game;PvP;Turn-Based Tactics;Casual;Multiplayer;Superhero;Deckbuilding;Comic Book;Stylized;Early Access;Trading Card Game;Mouse only;Co-op,https://store.steampowered.com/app/1997040/MARVEL_SNAP/?snr=1_7_7_7000_150_1
1063730,New World,"Explore a thrilling, open-world MMO filled with danger and opportunity where you'll forge a new destiny on the supernatural island of Aeternum.","28 Sep, 2021",Amazon Games,Amazon Games,"37,99€",,,,"3,455",66%,Mixed,228827,70%,Mostly Positive,7,10,1,Massively Multiplayer;Open World;MMORPG;RPG;Adventure;Action;PvP;PvE;Multiplayer;Walking Simulator;Fantasy;Character Customization;Crafting;Third Person;Co-op;Open World Survival Craft;Sandbox;Violent;Sexual Content;Singleplayer,https://store.steampowered.com/app/1063730/New_World/?snr=1_7_7_7000_150_1
2239550,Watch Dogs®: Legion,Build a resistance as you fight to take back a near-future London facing its downfall. Welcome to the Resistance.,"26 Jan, 2023",Ubisoft Toronto,Ubisoft,,-85%,"59,99€","8,99€",161,54%,Mixed,4740,54%,Mixed,6,10,1,Action;Adventure;RPG;Shooter;Open World;Hacking;Multiplayer;Cyberpunk;Realistic;Co-op;Third Person;Singleplayer;Online Co-Op;Action-Adventure;Choose Your Own Adventure;Third-Person Shooter;Exploration;Driving;Underground;Dystopian,https://store.steampowered.com/app/2239550/Watch_Dogs_Legion/?snr=1_7_7_7000_150_1
1091500,Cyberpunk 2077,"Cyberpunk 2077 is an open-world, action-adventure RPG set in the dark future of Night City — a dangerous megalopolis obsessed with power, glamor, and ceaseless body modification.","9 Dec, 2020",CD PROJEKT RED,CD PROJEKT RED,"59,99€",,,,"13,548",92%,Very Positive,595816,81%,Very Positive,9,10,1,Cyberpunk;Open World;Nudity;RPG;Singleplayer;Sci-fi;Futuristic;FPS;Mature;Story Rich;First-Person;Atmospheric;Exploration;Action;Violent;Great Soundtrack;Action RPG;Adventure;Character Customization;Immersive Sim,https://store.steampowered.com/app/1091500/Cyberpunk_2077/?snr=1_7_7_7000_150_1
1172470,Apex Legends™,"Apex Legends is the award-winning, free-to-play Hero Shooter from Respawn Entertainment. Master an ever-growing roster of legendary characters with powerful abilities, and experience strategic squad play and innovative gameplay in the next evolution of Hero Shooter and Battle Royale.","4 Nov, 2020",Respawn Entertainment,Electronic Arts,,,,,"17,094",63%,Mixed,743821,79%,Mostly Positive,7,10,1,Free to Play;Battle Royale;Multiplayer;Shooter;FPS;First-Person;PvP;Action;Team-Based;Hero Shooter;Tactical;Sci-fi;Survival;Character Customization;Loot;Funny;Co-op;Lore-Rich;Cyberpunk;Horror,https://store.steampowered.com/app/1172470/Apex_Legends/?snr=1_7_7_7000_150_1
230410,Warframe,Awaken as an unstoppable warrior and battle alongside your friends in this story-driven free-to-play online action game,"25 Mar, 2013",Digital Extremes,Digital Extremes,,,,,"3,992",84%,Very Positive,548656,86%,Very Positive,9,10,1,Free to Play;Action RPG;Looter Shooter;Third-Person Shooter;Action;RPG;Third Person;Character Customization;Massively Multiplayer;Online Co-Op;Co-op;Singleplayer;PvE;Sci-fi;Lore-Rich;Space;Shooter;Hack and Slash;Parkour;Ninja,https://store.steampowered.com/app/230410/Warframe/?snr=1_7_7_7000_150_1
739630,Phasmophobia,Phasmophobia is a 4 player online co-op psychological horror. Paranormal activity is on the rise and it’s up to you and your team to use all the ghost-hunting equipment at your disposal in order to gather as much evidence as you can.,"18 Sep, 2020",Kinetic Games,Kinetic Games,"11,59€",,,,"9,639",92%,Very Positive,503998,96%,Overwhelmingly Positive,10,10,1,Horror;Online Co-Op;Multiplayer;Psychological Horror;Co-op;VR;Supernatural;First-Person;Investigation;Dark;Demons;Mystery;Detective;Early Access;3D;Thriller;Indie;Action;Tactical;Lovecraftian,https://store.steampowered.com/app/739630/Phasmophobia/?snr=1_7_7_7000_150_1
236850,Europa Universalis IV,"Europa Universalis IV gives you control of a nation through four dramatic centuries. Rule your land and dominate the world with unparalleled freedom, depth and historical accuracy. Write a new history of the world and build an empire for the ages.","13 Aug, 2013",Paradox Development Studio;Paradox Tinto,Paradox Interactive,,-70%,"39,99€","11,99€",512,87%,Very Positive,82050,86%,Very Positive,9,10,1,Grand Strategy;Strategy;Historical;Simulation;4X;Alternate History;Wargame;Diplomacy;Military;Replay Value;Economy;Sandbox;Real-Time with Pause;Political;Moddable;Nonlinear;Co-op;Management;Singleplayer;Multiplayer,https://store.steampowered.com/app/236850/Europa_Universalis_IV/?snr=1_7_7_7000_150_1
1324130,Stranded: Alien Dawn,"Brave a new world in Stranded: Alien Dawn, a planet survival sim placing the fate of a small marooned group in your hands. Forge your story through compelling and immersive strategic gameplay as you make vital decisions to protect your survivors.","25 Apr, 2023",Haemimont Games,Frontier Foundry,,-30%,"34,99€","24,49€",202,80%,Very Positive,5215,85%,Very Positive,9,10,1,Survival;Base Building;Simulation;Strategy;Crafting;3D;Combat;Destruction;Hunting;Management;Cooking;Colony Sim;Choices Matter;Inventory Management;Resource Management;Sci-fi;Singleplayer;Tutorial;Building;Space,https://store.steampowered.com/app/1324130/Stranded_Alien_Dawn/?snr=1_7_7_7000_150_1
12210,Grand Theft Auto IV: The Complete Edition,"Niko Bellic, Johnny Klebitz and Luis Lopez all have one thing in common - they live in the worst city in America. Liberty City worships money and status, and is heaven for those who have them and a living nightmare for those who don't.","24 Mar, 2020",Rockstar North;Rockstar Toronto,Rockstar Games,,-70%,"19,99€","5,99€","1,854",88%,Very Positive,118176,80%,Very Positive,9,10,1,Open World;Action;Automobile Sim;Multiplayer;Crime;Third Person;Adventure;Singleplayer;Third-Person Shooter;Sandbox;Moddable;Shooter;Physics;Atmospheric;Classic;Funny;Dark Humor;Gore;Co-op;Satire,https://store.steampowered.com/app/12210/Grand_Theft_Auto_IV_The_Complete_Edition/?snr=1_7_7_7000_150_1
1971870,Mortal Kombat 1,"Discover a reborn Mortal Kombat™ Universe created by the Fire God Liu Kang. Mortal Kombat™ 1 ushers in a new era of the iconic franchise with a new fighting system, game modes, and fatalities!","19 Sep, 2023",NetherRealm Studios;QLOC,Warner Bros. Games,"69,99€",,,,"2,269",70%,Mostly Positive,10260,73%,Mostly Positive,7,10,1,Action;Gore;Fighting;Blood;Martial Arts;Multiplayer;Violent;2D Fighter;PvP;Arcade;Story Rich;Character Customization;2.5D;Singleplayer;Atmospheric;Competitive;Horror;3D;Mature;Local Co-Op,https://store.steampowered.com/app/1971870/Mortal_Kombat_1/?snr=1_7_7_7000_150_1
227300,Euro Truck Simulator 2,"Travel across Europe as king of the road, a trucker who delivers important cargo across impressive distances! With dozens of cities to explore, your endurance, skill and speed will all be pushed to their limits.","18 Oct, 2012",SCS Software,SCS Software,"19,99€",,,,"10,859",96%,Overwhelmingly Positive,511038,97%,Overwhelmingly Positive,10,10,1,Driving;Transportation;Simulation;Open World;Automobile Sim;Realistic;Moddable;Relaxing;Immersive Sim;Economy;Exploration;Management;Atmospheric;Multiplayer;Controller;Family Friendly;Third Person;Adventure;Casual;Indie,https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2/?snr=1_7_7_7000_150_1
1250410,Microsoft Flight Simulator 40th Anniversary Edition,"From gliders and helicopters to wide-body jets, fly highly detailed and accurate aircraft in the Microsoft Flight Simulator 40th Anniversary Edition. The world is at your fingertips.","17 Aug, 2020",Asobo Studio,Xbox Game Studios,"69,99€",,,,702,79%,Mostly Positive,49653,78%,Mostly Positive,7,10,1,Simulation;Flight;Realistic;Open World;Multiplayer;VR;Singleplayer;Atmospheric;Physics;Real-Time;Adventure;Colorful;Family Friendly;TrackIR;Beautiful;Surreal;Controller;Epic;Short;Psychological Horror,https://store.steampowered.com/app/1250410/Microsoft_Flight_Simulator_40th_Anniversary_Edition/?snr=1_7_7_7000_150_1
447040,Watch_Dogs® 2,"Welcome to San Francisco. Play as Marcus, a brilliant young hacker, and join the most notorious hacker group, DedSec. Your objective: execute the biggest hack of history.","28 Nov, 2016",Ubisoft,Ubisoft,,-85%,"59,99€","8,99€",399,79%,Mostly Positive,61627,82%,Very Positive,9,10,1,Open World;Hacking;Illuminati;Parkour;Action;Multiplayer;Stealth;Third Person;Shooter;Crime;Singleplayer;Third-Person Shooter;Adventure;Co-op;Mature;Atmospheric;Story Rich;Sandbox;Funny;FPS,https://store.steampowered.com/app/447040/Watch_Dogs_2/?snr=1_7_7_7000_150_1
2140020,Stronghold: Definitive Edition,"Greetings sire! Your stronghold awaits you. Build a castle economy, besiege unforgettable villains and return to the 'castle sim' that started it all. Experience this classic RTS with upgraded visuals, modernised gameplay, Steam multiplayer and a new campaign.","7 Nov, 2023",FireFly Studios,FireFly Studios,,-10%,"14,99€","13,49€",,,,1726,84%,Very Positive,9,10,1,Real Time Tactics;City Builder;Colony Sim;Sandbox;Building;Strategy;Economy;Medieval;Tower Defense;RTS;Base Building;2D;Isometric;Historical;Simulation;Atmospheric;Open World;Resource Management;Funny;Comedy,https://store.steampowered.com/app/2140020/Stronghold_Definitive_Edition/?snr=1_7_7_7000_150_1
582660,Black Desert,"Played by over 20 million Adventurers - Black Desert Online is an open-world, action MMORPG. Experience intense, action-packed combat, battle massive world bosses, fight alongside friends to siege and conquer castles, and train in professions such as fishing, trading, crafting, cooking, and more!","24 May, 2017",Pearl Abyss,Pearl Abyss,"9,99€",,,,641,73%,Mostly Positive,50579,76%,Mostly Positive,7,10,1,MMORPG;Massively Multiplayer;Open World;RPG;Character Customization;Adventure;Fantasy;Action;Strategy;3D;Crafting;Medieval;Atmospheric;Simulation;Magic;Cooking;Multiplayer;PvP;War;Combat,https://store.steampowered.com/app/582660/Black_Desert/?snr=1_7_7_7000_150_1
440,Team Fortress 2,"Nine distinct classes provide a broad range of tactical abilities and personalities. Constantly updated with new game modes, maps, equipment and, most importantly, hats!","10 Oct, 2007",Valve,Valve,"19,50€",,,,"8,626",93%,Very Positive,1001981,93%,Very Positive,9,10,1,Free to Play;Hero Shooter;Multiplayer;FPS;Shooter;Action;Class-Based;Team-Based;Funny;First-Person;Online Co-Op;Competitive;Cartoony;Trading;Co-op;Comedy;Robots;Tactical;Cartoon;Crafting,https://store.steampowered.com/app/440/Team_Fortress_2/?snr=1_7_7_7000_150_1
8500,EVE Online,"EVE Online is a free-to-play community driven space MMO where players can choose their own path from countless different options. Experience space exploration, immense PvP and PvE battles, mining, industry and a thriving player economy in an ever-expanding sandbox.","6 May, 2003",CCP,CCP,,,,,267,67%,Mixed,32222,73%,Mostly Positive,7,10,1,Space;Free to Play;RPG;Open World;Sci-fi;Massively Multiplayer;PvP;Sandbox;Economy;Multiplayer;Strategy;Action;Character Customization;Exploration;War;MMORPG;Spaceships;Politics;Lore-Rich;PvE,https://store.steampowered.com/app/8500/EVE_Online/?snr=1_7_7_7000_150_1
1030840,Mafia: Definitive Edition,"An inadvertent brush with the mob thrusts cabdriver Tommy Angelo into the world of organized crime. Initially uneasy about falling in with the Salieri family, the rewards become too big to ignore.","24 Sep, 2020",Hangar 13,2K,,-75%,"39,99€","9,99€",713,84%,Very Positive,47495,86%,Very Positive,9,10,1,Open World;Action;Story Rich;Crime;Singleplayer;Adventure;Sexual Content;Remake;Third-Person Shooter;Violent;Third Person;Multiplayer;Classic;Atmospheric;Shooter;Mature;Noir;Gore;Great Soundtrack;Racing,https://store.steampowered.com/app/1030840/Mafia_Edicin_Definitiva/?snr=1_7_7_7000_150_1
1286680,Tiny Tina's Wonderlands,"Embark on an epic adventure full of whimsy, wonder, and high-powered weaponry! Roll your own multiclass hero then shoot, loot, slash, and cast on a quest to stop the Dragon Lord.","23 Jun, 2022",Gearbox Software,2K,,-75%,"59,99€","14,99€",165,69%,Mixed,10019,76%,Mostly Positive,7,10,1,Loot;Adventure;Shooter;Looter Shooter;Multiplayer;RPG;FPS;Fantasy;Online Co-Op;Action;Comedy;Co-op;Narration;Stylized;Singleplayer;Character Customization;PvE;Class-Based;Local Co-Op;3D,https://store.steampowered.com/app/1286680/Tiny_Tinas_Wonderlands/?snr=1_7_7_7000_150_1
271590,Grand Theft Auto V,"Grand Theft Auto V for PC offers players the option to explore the award-winning world of Los Santos and Blaine County in resolutions of up to 4k and beyond, as well as the chance to experience the game running at 60 frames per second.","14 Apr, 2015",Rockstar North,Rockstar Games,,,,"19,63€","18,103",92%,Very Positive,1515864,86%,Very Positive,9,10,1,Open World;Action;Multiplayer;Crime;Automobile Sim;Third Person;First-Person;Shooter;Mature;Adventure;Singleplayer;Third-Person Shooter;Racing;Co-op;Atmospheric;Sandbox;Funny;Great Soundtrack;Comedy;Moddable,https://store.steampowered.com/app/271590/Grand_Theft_Auto_V/?snr=1_7_7_7000_150_1
413150,Stardew Valley,"You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home?","26 Feb, 2016",ConcernedApe,ConcernedApe,"13,99€",,,,"6,434",97%,Overwhelmingly Positive,518109,98%,Overwhelmingly Positive,10,10,1,Farming Sim;Life Sim;Pixel Graphics;Multiplayer;RPG;Relaxing;Agriculture;Simulation;Crafting;Sandbox;Indie;Building;Singleplayer;Casual;Open World;2D;Cute;Great Soundtrack;Dating Sim;Fishing,https://store.steampowered.com/app/413150/Stardew_Valley/?snr=1_7_7_7000_150_1
2375550,Like a Dragon Gaiden: The Man Who Erased His Name,"ERASE YOUR PAST TO PROTECT YOUR FUTURE Once a legendary yakuza, Kazuma Kiryu faked his own death and abandoned his name for the sake of protecting his family. Now, he is thrust into conflict by a mysterious figure attempting to drive him out of hiding.","8 Nov, 2023",Ryu Ga Gotoku Studio,SEGA,"49,99€",,,,,,,898,96%,Overwhelmingly Positive,10,10,1,Action;Beat 'em up;Action RPG;Action-Adventure;Violent;Gore;JRPG;Story Rich;Martial Arts;Comedy;Singleplayer;Open World;Sexual Content;Adventure;Hack and Slash;Dog;Great Soundtrack,https://store.steampowered.com/app/2375550/Like_a_Dragon_Gaiden_The_Man_Who_Erased_His_Name/?snr=1_7_7_7000_150_1
108600,Project Zomboid,"Project Zomboid is the ultimate in zombie survival. Alone or in MP: you loot, build, craft, fight, farm and fish in a struggle to survive. A hardcore RPG skillset, a vast map, massively customisable sandbox and a cute tutorial raccoon await the unwary. So how will you die? All it takes is a bite..","8 Nov, 2013",The Indie Stone,The Indie Stone,"19,50€",,,,"6,548",94%,Very Positive,184768,94%,Very Positive,9,10,1,Survival;Zombies;Open World;Open World Survival Craft;Multiplayer;Sandbox;Post-apocalyptic;Co-op;Crafting;Indie;Building;Simulation;RPG;Survival Horror;Realistic;Isometric;Singleplayer;2D;Adventure;Early Access,https://store.steampowered.com/app/108600/Project_Zomboid/?snr=1_7_7_7000_150_1
1547000,Grand Theft Auto: San Andreas – The Definitive Edition,"Grand Theft Auto: San Andreas: It’s the early ’90s. After a couple of cops frame him for homicide, Carl ‘CJ’ Johnson is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets.","19 Jan, 2023",Rockstar Games,Rockstar Games,,-50%,"59,99€","29,99€",147,76%,Mostly Positive,2694,69%,Mixed,6,10,1,Action;Open World;Sexual Content;Third-Person Shooter;Crime;Adventure;Action-Adventure;Third Person;Violent;Singleplayer;Nudity;1990's;Combat;Mature;Gore;Story Rich;Hentai;Classic;Psychological Horror;Memes,https://store.steampowered.com/app/1547000/Grand_Theft_Auto_San_Andreas__The_Definitive_Edition/?snr=1_7_7_7000_150_1
